42 3rd Street Rent,116,Rent,-38.02306,85915.56
59 3rd Street Rent,116,Rent,-75.99196,85839.57
1 5th Street Rent,116,Rent,-52.13275,85787.44
7 3rd Avenue Rent,116,Rent,-42.2027,85745.23
Katara Jewels Revenue,115,Revenue,600,86345.23
Marketing campaigns for Elite Jewels,116,Marketing,-500,85845.23
Marketing campaigns for Katalytica,116,Marketing,-750,85095.23
Evie Jones (Katalytica Daily Wage),116,Wage,-448,84647.23
Zoe Gomez (Elite Jewels Daily Wage),116,Wage,-32,84615.23
Tommy Brooks (Katalytica Daily Wage),116,Wage,-44,84571.23
Christian Hall (KaraKata Holdings Daily Wage),116,Wage,-184,84387.23
Merit Johnson (KaraKata Holdings Daily Wage),116,Wage,-224,84163.23
Katherine Moss (Elite Jewels Daily Wage),116,Wage,-200,83963.23
Lara Norris (Warehouse #1 Daily Wage),116,Wage,-153.9,83809.34
Grover Brown (KaraKata Holdings Daily Wage),116,Wage,-200,83609.34
Maria Willis (Katara Jewels Daily Wage),116,Wage,-200,83409.34
Lindsey Richardson (Katara Jewels Daily Wage),116,Wage,-200,83209.34
Olivia Cox (Katalytica Daily Wage),116,Wage,-432,82777.34
Tristan Barker (Katalytica Daily Wage),116,Wage,-536,82241.34
1 4th Street Rent,117,Rent,-64.31962,82177.02
Elite Jewels Revenue,116,Revenue,16000,98177.02
48 1st Street Rent,117,Rent,-12.32229,98164.7
42 3rd Street Rent,117,Rent,-38.02306,98126.67
59 3rd Street Rent,117,Rent,-75.99196,98050.68
1 5th Street Rent,117,Rent,-52.13275,97998.55
Katalytica Revenue,116,Revenue,480,98478.55
7 3rd Avenue Rent,117,Rent,-42.2027,98436.34
Katara Jewels Revenue,116,Revenue,600,99036.34
Marketing campaigns for Elite Jewels,117,Marketing,-500,98536.34
Marketing campaigns for Katalytica,117,Marketing,-750,97786.34
Evie Jones (Katalytica Daily Wage),117,Wage,-448,97338.34
Lily Barton (Katalytica Daily Wage),117,Wage,-344,96994.34
Zoe Gomez (Elite Jewels Daily Wage),117,Wage,-256,96738.34
Tommy Brooks (Katalytica Daily Wage),117,Wage,-44,96694.34
Christian Hall (KaraKata Holdings Daily Wage),117,Wage,-184,96510.34
Merit Johnson (KaraKata Holdings Daily Wage),117,Wage,-224,96286.34
Katherine Moss (Elite Jewels Daily Wage),117,Wage,-25,96261.34
Lara Norris (Warehouse #1 Daily Wage),117,Wage,-153.9,96107.45
Grover Brown (KaraKata Holdings Daily Wage),117,Wage,-200,95907.45
Maria Willis (Katara Jewels Daily Wage),117,Wage,-200,95707.45
