Marketing campaigns for Elite Jewels,300,Marketing,-9350,3263772
Marketing campaigns for Katar Midtown,300,Marketing,-9350,3254422
Taxi Ride,300,TaxiRide,-42.3051,3254380
Taxi Ride,300,TaxiRide,-125.4548,3254254
Purchase from AJ Pederson & Son,300,ItemPurchase,-2880,3251374
Taxi Ride,300,TaxiRide,-113.5814,3251261
Taxi Ride,300,TaxiRide,-28.70591,3251232
42 3rd Street rent revenue,301,RentRevenue,268.8653,3251501
Evie Jones (Katalytica Daily Wage),300,Wage,-448,3251053
Zoe Gomez (Elite Jewels Daily Wage),300,Wage,-192,3250861
Tommy Brooks (Katalytica Daily Wage),300,Wage,-44,3250817
Katherine Moss (Elite Jewels Daily Wage),300,Wage,-200,3250617
Lara Norris (Warehouse #1 Daily Wage),300,Wage,-153.9,3250463
Maria Willis (Karvin Kueen Daily Wage),300,Wage,-100,3250363
Olivia Cox (Katalytica Daily Wage),300,Wage,-432,3249931
Traci Parker (Elite Jewels Daily Wage),300,Wage,-208,3249723
Frederick Kelly (Elite Couture Daily Wage),300,Wage,-216,3249507
Lilly Harris (Elite Couture Daily Wage),300,Wage,-72,3249435
Lara Wright (Elite Couture Daily Wage),300,Wage,-232,3249203
Christen Butler (Elite Jewels Daily Wage),300,Wage,-180,3249023
Bradley Turner (Karvin Kueen Daily Wage),300,Wage,-180,3248843
Justin Mitchell (Karvin Kueen Daily Wage),300,Wage,-208,3248635
Eliza Owens (Katar Midtown Daily Wage),300,Wage,-432,3248203
Zachary Hill (Warehouse #2 Daily Wage),300,Wage,-159.6,3248043
Emilia White (Kalico Midtown Daily Wage),300,Wage,-224,3247819
Danielle Mitchell (Kalico Midtown Daily Wage),300,Wage,-200,3247619
Eve Sullivan (Kalico Midtown Daily Wage),300,Wage,-240,3247379
Joel Rogers (Kalico Midtown Daily Wage),300,Wage,-240,3247139
Leon Powell (Kalico Midtown Daily Wage),300,Wage,-64,3247075
Ralph Hughes (The Green Salad Daily Wage),300,Wage,-266,3246809
Jennifer Kelly (The Green Salad Daily Wage),300,Wage,-350,3246459
Zoe Thompson (The Green Salad Daily Wage),300,Wage,-340,3246119
Harvey Anderson (The Green Salad Daily Wage),300,Wage,-288,3245831
Mark Nelson (Katar Midtown Daily Wage),300,Wage,-516,3245315
Zoe Foster (Katar Midtown Daily Wage),300,Wage,-300,3245015
Ruth Gray (The Suits Law Firm Daily Wage),300,Wage,-1632,3243383
Ava Powell (The Suits Law Firm Daily Wage),300,Wage,-1400,3241983
Daisy Williams (The Suits Law Firm Daily Wage),300,Wage,-1512,3240471
Lindsey Hall (The Suits Law Firm Daily Wage),300,Wage,-888,3239583
Taylor Myers (The Suits Law Firm Daily Wage),300,Wage,-1024,3238559
Elise Sanchez (The Suits Law Firm Daily Wage),300,Wage,-1368,3237191
Nicholas Sanchez (The Suits Law Firm Daily Wage),300,Wage,-968,3236223
Owen Martin (The Suits Law Firm Daily Wage),300,Wage,-728,3235495
Courtney Nicholson (The Suits Law Firm Daily Wage),300,Wage,-968,3234527
Louise Gomez (The Suits Law Firm Daily Wage),300,Wage,-1600,3232927
Traci Martin (The Suits Law Firm Daily Wage),300,Wage,-1544,3231383
Bonnie Howard (The Suits Law Firm Daily Wage),300,Wage,-888,3230495
Margaret Smith (The Suits Law Firm Daily Wage),300,Wage,-928,3229567
Kevin Bennett (The Suits Law Firm Daily Wage),300,Wage,-56,3229511
Lewis Murphy (Karakata Associates Daily Wage),300,Wage,-760,3228751
Marie Walker (Karakata Associates Daily Wage),300,Wage,-704,3228047
Lewin Allen (Karakata Associates Daily Wage),300,Wage,-736,3227311
Sadie Powell (Karakata Associates Daily Wage),300,Wage,-40,3227271
Jason Miller (Elite Jewels Daily Wage),300,Wage,-364,3226907
Curtis Harris (Katar Midtown Daily Wage),300,Wage,-63,3226844
Public parking for UMC Desert,300,PublicParking,-120,3226724
31 1st Avenue Rent,301,Rent,-201.106,3226523
The Suits Law Firm Revenue,300,Revenue,96000,3322523
59 3rd Street Rent,301,Rent,-75.99196,3322447
1 5th Street Rent,301,Rent,-52.13275,3322395
Katalytica Revenue,300,Revenue,10000,3332395
29 5th Avenue Rent,301,Rent,-24.32862,3332371
Karakata Associates Revenue,300,Revenue,8835,3341206
29 1st Avenue Rent,301,Rent,-317.3102,3340888
Kalico Midtown Revenue,300,Revenue,28745,3369633
24 2nd Avenue Rent,301,Rent,-460.3931,3369173
7 3rd Avenue Rent,301,Rent,-42.2027,3369131
Karvin Kueen Revenue,300,Revenue,3570,3372701
21 5th Avenue Rent,301,Rent,-145.9717,3372555
33 5th Avenue Rent,301,Rent,-230.1557,3372324
5 8th Street Rent,301,Rent,-135.4097,3372189
Elite Couture Revenue,300,Revenue,78130,3450319
19 1st Avenue Rent,301,Rent,-250.508,3450068
The Green Salad Revenue,300,Revenue,17960,3468028
30 2nd Avenue Rent,301,Rent,-1158.506,3466870
Elite Jewels Revenue,300,Revenue,288500,3755370
6 3rd Avenue Rent,301,Rent,-1158.506,3754211
Katar Midtown Revenue,300,Revenue,49521,3803732
Delivery from BlueStone Imports,301,ImportDelivery,-6662.503,3797070
Delivery from United Ocean Import ,301,ImportDelivery,-151432.2,3645638
Marketing campaigns for The Suits Law Firm,301,Marketing,-2750,3642888
Marketing campaigns for Katalytica,301,Marketing,-500,3642388
Marketing campaigns for Karakata Associates,301,Marketing,-500,3641888
Marketing campaigns for Kalico Midtown,301,Marketing,-2750,3639138
Marketing campaigns for Karvin Kueen,301,Marketing,-500,3638638
Marketing campaigns for Elite Couture,301,Marketing,-1350,3637288
Marketing campaigns for The Green Salad,301,Marketing,-1350,3635938
Marketing campaigns for Elite Jewels,301,Marketing,-9350,3626588
Marketing campaigns for Katar Midtown,301,Marketing,-9350,3617238
Taxi Ride,301,TaxiRide,-32.04618,3617206
3 2nd Avenue Deposit,301,Deposit,-5086.091,3612120
3 2nd Avenue Rent,301,Rent,-154.5364,3611965
Furniture, inventory and vehicles from 7 3rd Avenue,301,DepositReturnFurniture,22685.14,3634650
Returned deposit for 7 3rd Avenue,301,DepositReturn,1266.081,3635916
42 3rd Street rent revenue,302,RentRevenue,268.8653,3636185
Lily Barton (Katalytica Daily Wage),301,Wage,-258,3635927
Tommy Brooks (Katalytica Daily Wage),301,Wage,-44,3635883
Lara Norris (Warehouse #1 Daily Wage),301,Wage,-153.9,3635729
Maria Willis (Unassigned Daily Wage,301,UnassignedWage,-75,3635654
Olivia Cox (Katalytica Daily Wage),301,Wage,-432,3635222
Tristan Barker (Katalytica Daily Wage),301,Wage,-536,3634686
Maya Turner (Unassigned Daily Wage,301,UnassignedWage,-224,3634462
Abbie Lopez (Katar Midtown Daily Wage),301,Wage,-336,3634126
Curtis Norris (Elite Jewels Daily Wage),301,Wage,-138,3633988
Traci Parker (Elite Jewels Daily Wage),301,Wage,-208,3633780
Dominic Fisher (Elite Jewels Daily Wage),301,Wage,-368,3633412
Frederick Kelly (Elite Couture Daily Wage),301,Wage,-243,3633169
Lara Wright (Elite Couture Daily Wage),301,Wage,-232,3632937
Christen Butler (Elite Jewels Daily Wage),301,Wage,-300,3632637
Justin Mitchell (Unassigned Daily Wage,301,UnassignedWage,-130,3632507
Zachary Hill (Warehouse #2 Daily Wage),301,Wage,-159.6,3632348
Mollie Martinez (Kalico Midtown Daily Wage),301,Wage,-150,3632198
Emilia White (Kalico Midtown Daily Wage),301,Wage,-168,3632030
Eve Sullivan (Kalico Midtown Daily Wage),301,Wage,-240,3631790
Joel Rogers (Kalico Midtown Daily Wage),301,Wage,-240,3631550
Leon Powell (Kalico Midtown Daily Wage),301,Wage,-64,3631486
Jennifer Kelly (The Green Salad Daily Wage),301,Wage,-400,3631086
Zoe Thompson (The Green Salad Daily Wage),301,Wage,-374,3630712
Harvey Anderson (The Green Salad Daily Wage),301,Wage,-448,3630264
Mark Nelson (Katar Midtown Daily Wage),301,Wage,-258,3630006
Zoe Foster (Katar Midtown Daily Wage),301,Wage,-300,3629706
Taylor Myers (The Suits Law Firm Daily Wage),301,Wage,-1024,3628682
Replacement for Ava Rogers (The Suits Law Firm Wage),301,ReplacementWage,-1260,3627422
Nicholas Sanchez (The Suits Law Firm Daily Wage),301,Wage,-968,3626454
Owen Martin (The Suits Law Firm Daily Wage),301,Wage,-364,3626090
Courtney Nicholson (The Suits Law Firm Daily Wage),301,Wage,-726,3625364
Traci Martin (The Suits Law Firm Daily Wage),301,Wage,-1544,3623820
Charlotte Murphy (The Suits Law Firm Daily Wage),301,Wage,-954,3622866
Bonnie Howard (The Suits Law Firm Daily Wage),301,Wage,-888,3621978
Margaret Smith (The Suits Law Firm Daily Wage),301,Wage,-232,3621746
Leah Martin (The Suits Law Firm Daily Wage),301,Wage,-846,3620900
Kevin Bennett (The Suits Law Firm Daily Wage),301,Wage,-56,3620844
Lewis Murphy (Karakata Associates Daily Wage),301,Wage,-760,3620084
Marie Walker (Karakata Associates Daily Wage),301,Wage,-704,3619380
Lewin Allen (Karakata Associates Daily Wage),301,Wage,-736,3618644
Sadie Powell (Karakata Associates Daily Wage),301,Wage,-40,3618604
Curtis Jackson (Katar Midtown Daily Wage),301,Wage,-144,3618460
Justin Davis (Katar Midtown Daily Wage),301,Wage,-156,3618304
Jason Miller (Elite Jewels Daily Wage),301,Wage,-416,3617888
Curtis Harris (Katar Midtown Daily Wage),301,Wage,-42,3617846
Public parking for UMC Desert,301,PublicParking,-120,3617726
31 1st Avenue Rent,302,Rent,-201.106,3617525
The Suits Law Firm Revenue,301,Revenue,86400,3703925
59 3rd Street Rent,302,Rent,-75.99196,3703849
1 5th Street Rent,302,Rent,-52.13275,3703796
