Karbucks HK Revenue,276,Revenue,2364,2047935
29 5th Avenue Rent,277,Rent,-24.32862,2047911
Karakata Associates Revenue,276,Revenue,6840,2054751
29 1st Avenue Rent,277,Rent,-317.3102,2054434
Kalico Midtown Revenue,276,Revenue,25891,2080325
7 3rd Avenue Rent,277,Rent,-42.2027,2080283
Karvin Kueen Revenue,276,Revenue,3570,2083853
21 5th Avenue Rent,277,Rent,-145.9717,2083707
33 5th Avenue Rent,277,Rent,-230.1557,2083476
5 8th Street Rent,277,Rent,-135.4097,2083341
Elite Couture Revenue,276,Revenue,46000,2129341
19 1st Avenue Rent,277,Rent,-250.508,2129091
30 2nd Avenue Rent,277,Rent,-1158.506,2127932
Elite Jewels Revenue,276,Revenue,197000,2324932
Delivery from United Ocean Import ,277,ImportDelivery,-145953.1,2178979
Marketing campaigns for Katar Spirits,277,Marketing,-500,2178479
Marketing campaigns for The Suits Law Firm,277,Marketing,-2750,2175729
Marketing campaigns for Katalytica,277,Marketing,-500,2175229
Marketing campaigns for Karbucks HK,277,Marketing,-850,2174379
Marketing campaigns for Karakata Associates,277,Marketing,-500,2173879
Marketing campaigns for Kalico Midtown,277,Marketing,-2750,2171129
Marketing campaigns for Karvin Kueen,277,Marketing,-500,2170629
Marketing campaigns for Elite Couture,277,Marketing,-1350,2169279
Marketing campaigns for The Green Salad,277,Marketing,-1350,2167929
Marketing campaigns for Elite Jewels,277,Marketing,-9350,2158579
Evie Jones (Katalytica Daily Wage),277,Wage,-448,2158131
Tommy Brooks (Katalytica Daily Wage),277,Wage,-44,2158087
Christian Hall (Karakata Holdings Daily Wage),277,Wage,-184,2157903
Merit Johnson (Karakata Holdings Daily Wage),277,Wage,-224,2157679
Lara Norris (Warehouse #1 Daily Wage),277,Wage,-153.9,2157525
Grover Brown (Karakata Holdings Daily Wage),277,Wage,-200,2157325
Maria Willis (Karvin Kueen Daily Wage),277,Wage,-200,2157125
Olivia Cox (Katalytica Daily Wage),277,Wage,-432,2156693
Tristan Barker (Katalytica Daily Wage),277,Wage,-536,2156157
Maya Turner (Karvin Kueen Daily Wage),277,Wage,-32,2156125
Mollie Jenkins (Karakata Holdings Daily Wage),277,Wage,-224,2155901
Oscar Evans (Katar Spirits Daily Wage),277,Wage,-46,2155855
Annabelle Stewart (Katar Spirits Daily Wage),277,Wage,-198,2155657
Abbie Lopez (Katar Spirits Daily Wage),277,Wage,-168,2155489
Curtis Norris (Elite Jewels Daily Wage),277,Wage,-368,2155121
Traci Parker (Elite Jewels Daily Wage),277,Wage,-52,2155069
Douglas Collins (Karakata Holdings Daily Wage),277,Wage,-44,2155025
Dominic Fisher (Elite Jewels Daily Wage),277,Wage,-184,2154841
Frederick Kelly (Elite Couture Daily Wage),277,Wage,-27,2154814
Lilly Harris (Elite Couture Daily Wage),277,Wage,-288,2154526
Scarlett Davis (Elite Couture Daily Wage),277,Wage,-264,2154262
Katie Ward (Elite Jewels Daily Wage),277,Wage,-256,2154006
Bradley Turner (Karvin Kueen Daily Wage),277,Wage,-240,2153766
Eliza Owens (Katar Spirits Daily Wage),277,Wage,-144,2153622
Kathryn James (Karakata Holdings Daily Wage),277,Wage,-208,2153414
Georgina Lopez (Karakata Holdings Daily Wage),277,Wage,-192,2153222
Zachary Hill (Warehouse #2 Daily Wage),277,Wage,-159.6,2153063
Emilia White (Kalico Midtown Daily Wage),277,Wage,-224,2152839
Danielle Mitchell (Kalico Midtown Daily Wage),277,Wage,-200,2152639
Traci Miles (Karakata Holdings Daily Wage),277,Wage,-192,2152447
Eve Sullivan (Kalico Midtown Daily Wage),277,Wage,-300,2152147
Joel Rogers (Kalico Midtown Daily Wage),277,Wage,-240,2151907
Ralph Hughes (The Green Salad Daily Wage),277,Wage,-266,2151641
Helen Watson (The Green Salad Daily Wage),277,Wage,-616,2151025
Harvey Anderson (The Green Salad Daily Wage),277,Wage,-224,2150801
Zoe Cooper (The Green Salad Daily Wage),277,Wage,-186,2150615
Maria Nicholson (The Suits Law Firm Daily Wage),277,Wage,-772,2149843
Ava Powell (The Suits Law Firm Daily Wage),277,Wage,-1400,2148443
Daisy Williams (The Suits Law Firm Daily Wage),277,Wage,-1512,2146931
Lindsey Hall (The Suits Law Firm Daily Wage),277,Wage,-888,2146043
Taylor Myers (The Suits Law Firm Daily Wage),277,Wage,-1024,2145019
Ava Rogers (The Suits Law Firm Daily Wage),277,Wage,-672,2144347
Elise Sanchez (The Suits Law Firm Daily Wage),277,Wage,-1368,2142979
Nicholas Sanchez (The Suits Law Firm Daily Wage),277,Wage,-968,2142011
Owen Martin (The Suits Law Firm Daily Wage),277,Wage,-728,2141283
Isabel Roberts (The Suits Law Firm Daily Wage),277,Wage,-672,2140611
Louise Gomez (The Suits Law Firm Daily Wage),277,Wage,-1600,2139011
Traci Martin (The Suits Law Firm Daily Wage),277,Wage,-1544,2137467
Charlotte Murphy (The Suits Law Firm Daily Wage),277,Wage,-1272,2136195
Bonnie Howard (The Suits Law Firm Daily Wage),277,Wage,-888,2135307
Margaret Smith (The Suits Law Firm Daily Wage),277,Wage,-928,2134379
Kevin Bennett (The Suits Law Firm Daily Wage),277,Wage,-56,2134323
Sonny Mitchell (Karakata Associates Daily Wage),277,Wage,-968,2133355
Naomi Robinson (Karakata Associates Daily Wage),277,Wage,-984,2132371
Stephanie Wilson (Karakata Associates Daily Wage),277,Wage,-616,2131755
Roosevelt Wright (Karakata Associates Daily Wage),277,Wage,-912,2130843
Homer Foster (Karakata Associates Daily Wage),277,Wage,-736,2130107
Sadie Powell (Karakata Associates Daily Wage),277,Wage,-40,2130067
Zoe Campbell (Karakata Holdings Daily Wage),277,Wage,-232,2129835
Theodore Brown (Karakata Holdings Daily Wage),277,Wage,-160,2129675
42 3rd Street Rent,278,Rent,-38.02306,2129637
30 4th Avenue Rent,278,Rent,-85.7595,2129551
Katar Spirits Revenue,277,Revenue,10251,2139802
31 1st Avenue Rent,278,Rent,-201.106,2139601
The Suits Law Firm Revenue,277,Revenue,56000,2195601
59 3rd Street Rent,278,Rent,-75.99196,2195525
1 5th Street Rent,278,Rent,-52.13275,2195473
Katalytica Revenue,277,Revenue,10000,2205473
