Delivery from BlueStone Imports,236,ImportDelivery,-12592.99,945549.1
Marketing campaigns for Katar Spirits,236,Marketing,-500,945049.1
Marketing campaigns for The Suits Law Firm,236,Marketing,-2750,942299.1
Marketing campaigns for Katalytica,236,Marketing,-500,941799.1
Marketing campaigns for Andy's Diamonds,236,Marketing,-1350,940449.1
Marketing campaigns for Kalico Midtown,236,Marketing,-2750,937699.1
Marketing campaigns for Karvin Kueen,236,Marketing,-500,937199.1
Marketing campaigns for Elite Couture,236,Marketing,-1350,935849.1
Marketing campaigns for The Green Salad,236,Marketing,-1350,934499.1
Marketing campaigns for Elite Jewels,236,Marketing,-9350,925149.1
Evie Jones (Katalytica Daily Wage),236,Wage,-448,924701.1
Lily Barton (Katalytica Daily Wage),236,Wage,-344,924357.1
Zoe Gomez (Elite Jewels Daily Wage),236,Wage,-256,924101.1
Tommy Brooks (Katalytica Daily Wage),236,Wage,-44,924057.1
Christian Hall (Karakata Holdings Daily Wage),236,Wage,-184,923873.1
Merit Johnson (Karakata Holdings Daily Wage),236,Wage,-224,923649.1
Katherine Moss (Elite Jewels Daily Wage),236,Wage,-100,923549.1
Lara Norris (Warehouse #1 Daily Wage),236,Wage,-153.9,923395.2
Grover Brown (Karakata Holdings Daily Wage),236,Wage,-200,923195.2
Maria Willis (Karvin Kueen Daily Wage),236,Wage,-125,923070.2
Tristan Barker (Katalytica Daily Wage),236,Wage,-402,922668.2
Mollie Jenkins (Karakata Holdings Daily Wage),236,Wage,-224,922444.2
Oscar Evans (Katar Spirits Daily Wage),236,Wage,-46,922398.2
Abbie Lopez (Katar Spirits Daily Wage),236,Wage,-224,922174.2
Traci Parker (Elite Jewels Daily Wage),236,Wage,-364,921810.2
Douglas Collins (Karakata Holdings Daily Wage),236,Wage,-44,921766.2
Dominic Fisher (Elite Jewels Daily Wage),236,Wage,-368,921398.2
Frederick Kelly (Elite Couture Daily Wage),236,Wage,-27,921371.2
Lilly Harris (Elite Couture Daily Wage),236,Wage,-288,921083.2
Scarlett Davis (Elite Couture Daily Wage),236,Wage,-264,920819.2
Bradley Turner (Karvin Kueen Daily Wage),236,Wage,-240,920579.2
Justin Mitchell (Karvin Kueen Daily Wage),236,Wage,-130,920449.2
Eliza Owens (Katar Spirits Daily Wage),236,Wage,-288,920161.2
Kathryn James (Karakata Holdings Daily Wage),236,Wage,-208,919953.2
Georgina Lopez (Karakata Holdings Daily Wage),236,Wage,-192,919761.2
Zachary Hill (Warehouse #2 Daily Wage),236,Wage,-159.6,919601.6
Mollie Martinez (Kalico Midtown Daily Wage),236,Wage,-200,919401.6
Traci Miles (Karakata Holdings Daily Wage),236,Wage,-192,919209.6
Joel Rogers (Kalico Midtown Daily Wage),236,Wage,-240,918969.6
Wilhelmina Cooper (Kalico Midtown Daily Wage),236,Wage,-264,918705.6
Leon Powell (Kalico Midtown Daily Wage),236,Wage,-320,918385.6
Ralph Hughes (The Green Salad Daily Wage),236,Wage,-266,918119.6
Zoe Thompson (The Green Salad Daily Wage),236,Wage,-306,917813.6
